Name,URL
pointnet++,https://www.google.com/search?q=pointnet%2B%2B+trong+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp8xMUJ7NYCkS18YEEr91gYNWD8XzJo7Anh-vpBwTVzYuTBZCq_N_n3mviJVPWZyQyOrYwoeiqGIvU9WZfqHQxav9j6yJ-DtPCiu6E2eXAljlfhzXmCSb3o1CKiC1O-tcezM2_k9Aaz3JWORdDxZWa2CS49_Y&aep=1&ntc=1&sa=X&ved=2ahUKEwjR9PLrtqaTAxVWe_UHHcsvEugQ2J8OegQIFBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfCH7i8MfTnKjMm4JonV39FXzUkhes1wLrv0N-YUcLVD2jShXik69Ly09MYKs5QrOnoAjioeg0lMiPdcgNLIA1-1BjVrGpMd8VGOCBQm9-m2B4Z7ArYTbckMngHfMsAZBIn4vpXW6hMjK-TIeUETqpnWUCjhJ1_ea8c&csuir=1
yolov8(easy using),https://www.google.com/search?q=yolov8+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwjD5qDBt6aTAxUyavUHHVCfCMEQ2J8OegQIEhAE&biw=1910&bih=993&dpr=1
mobilenet,https://www.google.com/search?q=mobilenet+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7ypsdIPbKnxfinmq-hDf1I2M3llsPiPeLZUBylvkOmPJyqtPXpJrkUuXN3BMBFUD4X9CxtgL-Ye-oZZAtJfHI3vLj4kLPSAcAq5EgVAUwrDY8Pm7dggs3R1cAgV-3DVyZCRHSfFtp&aep=1&ntc=1&sa=X&ved=2ahUKEwi6_Yr-t6aTAxVFZvUHHQnMJNUQ2J8OegQIEhAE&biw=1910&bih=993&dpr=1&mstk=AUtExfBNwIeOQPz_HY4NRzSRW4Nsiau3NkkCXPhEkkWT3qjV7BlwQBw9EU6i4dDbwVW5sepH0MxWcSMzHQk5gdM9ECDc0XmWIjBKhzlz5cXCo8EnJ0x_f9mGFPW4VNh_wSk-YOWSKaaXADuOLtyuS-6zT04D-zOeooR1fKQ&csuir=1
stable diffusion,https://www.google.com/search?q=stable+diffusion+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwil-u7huKaTAxVudfUHHWLVPOwQ2J8OegQIERAE&biw=1910&bih=993&dpr=1&mstk=AUtExfDWuy6hj1XabTVQBBzulQiTKuA_mBMk4Fu2KIQDIYFk85sDJUYlcLqg_HZtcey6uq0ckd1n0wYQ6iuPAvROP2Plzl2BuNB8Rueutm1t-5um2JrWqqzRFlEhc-qAiOieUwvLadCSHOHqwqLVQBPvd32WHxx9sM-hE4g&csuir=1
graspnet(robot),https://www.google.com/search?q=graspnet+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=231828c7d9589dfc&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwiH7pb3uaaTAxWvdfUHHbgUPbsQ2J8OegQIDxAE&mstk=AUtExfCq5yu__pPflu-Cyp6rskQ2X0n9BEdccAEdSzSSh_Ujc6ADrdqASawBTIGDSL-oIL_n5uq8yeB1F9JisQnwduqT-qb9MyzNvHr4wNCzZwFCGU-z3zCuqKNGzC6JHEpR7-beYLaR1kLiNGuO8alBxdTj1U65ZNLsTlQ&csuir=1
real esrgan,https://www.google.com/search?q=real+esrgan+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwijvozNr6aTAxVjZ_UHHVkEFggQ2J8OegQIFBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfApoRh5E23MtBamhO7kUseqEtwKnMGyIEeR5lAENJc3SrYyqlNrLQ9ROrUOEzRe7AQX0MtjfwpnrfK6FcrLkNHVjp0UeBnExq6mvJ5TGTkxnGFJAn65v5-BceVM7Yh2cpSvc9KifSiq-WcS5RTrLVzN1LDpNpbN47Q&csuir=1
esrgan,https://www.google.com/search?q=esrgan+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwjJwoq9r6aTAxUxjq8BHYGhA54Q2J8OegQIFBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfCS7c4e-STmUduve7ygc7kPmBOlOC1fNaO2Bg0vkB70MGZCMLvaF5c-MRd1zE4wcvU2SVTjOP4AhtqlHVmyx6ih_zCiNT3PVgIiVh4tJ-z3WMZ2qts4-ZqilmwOVHXNKRitxbv8YXya9noDAMzLqsxEgCOlsh9AZhY&csuir=1
rnn esn la gi,https://www.google.com/search?q=rnn+esn+la+gi&oq=rnn+esn+la+gi&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDUxNjJqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&google_abuse=GOOGLE_ABUSE_EXEMPTION%3DID%3D5eca4f15ce67cfe3:TM%3D1773635165:C%3Dr:IP%3D118.70.231.24-:S%3DHbPSrMcLxNW5e_GUDtCnzXs%3B+path%3D/%3B+domain%3Dgoogle.com%3B+expires%3DMon,+16-Mar-2026+07:26:05+GMT
rnn la gi,https://www.google.com/search?q=rnn+la+gi&oq=rnn+la+gi&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDIwMjlqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&sei=LYa3afjbDp6Bvr0PzqLjwA4
crnn,https://www.google.com/search?q=crnn+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwj50KiBrqaTAxUoe_UHHbafEpcQ2J8OegQIExAE&biw=1910&bih=993&dpr=1&mstk=AUtExfDWkap7pZhdlMwojWxxN_sD6KkCJYMNF4OoBES4LCwMbBQ5jb7F1sej4APhW-wBQxkVNC-WR-G3M7rFQpHV4yvnup58arcKeMUn4RMZumtGPfBUBXVE7fVwXHS5y9bCDZbleyrup48i8W-XdM7VUHXo63A3AASK55c&csuir=1
vanilla rnn,https://www.google.com/search?q=vanilla+rnn+la+gi&oq=vanilla+rnn+la+gi&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDcwNDZqMGo5qAIBsAIB&sourceid=chrome&ie=UTF-8
lstm gru la gi,https://www.google.com/search?q=lstm+gru+la+gi&sca_esv=d351541170fbfe96&biw=1910&bih=993&ei=yIa3aaeON_KHvr0PosvsqAg&ved=0ahUKEwinkpyjyqOTAxXyg68BHaIlG4UQ4dUDCBE&uact=5&oq=lstm+gru+la+gi&gs_lp=Egxnd3Mtd2l6LXNlcnAiDmxzdG0gZ3J1IGxhIGdpMggQIRigARjDBEiMClC_BFjGCHABeAGQAQCYAX6gAZsDqgEDMi4yuAEDyAEA-AEBmAIEoALEAsICChAAGLADGNYEGEfCAhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBAcICBxAAGIAEGA3CAggQABgIGA0YHsICBRAAGO8FwgIIEAAYgAQYogSYAwCIBgGQBg26BgYIARABGBmSBwMyLjKgB7EOsgcDMS4yuAe2AsIHBzAuMS4yLjHIBxeACAA&sclient=gws-wiz-serp
lstm,https://www.google.com/search?q=lstm+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwjOv9vrrqaTAxW_cfUHHb_KBOgQ2J8OegQIFBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfD_U7w0SFNtUoC9iZJ9UnvQKq1WBpGRBv7sQSR10qRKdg7Kyzz6FDkm6yGIPmwu-z3yq2NDWmvQ5cFMp2YkUgmiuWxCxGNQ0ObbLdfx5l9bnxU64h7nx5mn9v_T5du0IFPSIGvPfRGRpzO-R1MWU78WabDb_PzcXMI&csuir=1
cyclegan,https://www.google.com/search?q=cyclegan+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwiVyqbvraaTAxUlnK8BHfXrAREQ2J8OegQIFBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfDOPrPSgGo8NJBre-w_v96TH1srGPCs04Bv7P4hASiqzdPLf_JsWBbBRG0g9Dt-g8Ix4F7-MgHt_2sBe9YwN1DowaZr1tCGkKtlc_DRoowGDbLzWBn52TtQKB048B0Ii1-BFkdxgDoTqtIl70iBvMOAgezpI73pwnw&csuir=1
seq2seq(nlp),https://www.google.com/search?q=seq2seq&oq=seq2seq&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDYxODdqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
nlm(nlp),https://www.google.com/search?q=nlm+trong+deep+learning+l%C3%A0+g%C3%AC&sca_esv=82ec823d9eac6353&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMnIXMD5aBOt6Vb6HkYS9WQC2F9J7hcfjtOpS8xqswLmD2EoLNkRD5yP-HXSZ1IKhfnsdqaXyPABRG0YVNdNDYwYkVGBwAyMHCjXx8AkT8UOQCONerM48eqKs5KAafN1Dyxxhkm&aep=1&ntc=1&sa=X&ved=2ahUKEwi7lOr926iTAxU6SvEDHfK6ElcQ2J8OegQIBRAE&biw=1910&bih=993&dpr=1&mstk=AUtExfAQRPobCaGWF-uTNSaxOGHdOEHUxW5dJJvMY2fowTl7SiNfjyHV5cJzmW4paBTkidh9XieXjypa6N_WG-o7uMRlOrJKnE3G4ck98D0bSFD4PxT2MULjDzGhPnBPa0Cn2vMg4Hmq5N2POBd86uzPq6o8bbpjj2ywimI&csuir=1
ros(robot),https://www.google.com/search?q=ros+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwjk85f2tqaTAxXJffUHHYMCGgsQ2J8OegQIEhAE&biw=1910&bih=993&dpr=1&mstk=AUtExfD5irKwd8u1cC6TxcKf451tKVzsNquakwGX7NT3Qb5NMUffCApjmMReOp-wsSERYtLpillNHoy_yuFaIdLvIgINYp6fGAgcuRp1kJJRGJrVtlj9mFS2duYhE8WyTLQM2SesuKeqLa2gXApoH4wAZoGrD3mWkHOgUII&csuir=1
plantvillage,https://www.google.com/search?q=plantvillage+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwin_ZOYrKaTAxVjrlYBHbqjN3sQ2J8OegQICRAE&biw=1910&bih=993&dpr=1&mstk=AUtExfCfodPGGrfh2l5u0P8bTEjKJm-7VNM-XPiduAygZmo1hN4vbNGHLByKslcsxsf1znZ-488-jAT6fPgwJPZf2BQoto_0m2_TeVj4UOo7uojlAqJ3GHUzVN1SlPYOdXvFcjUXswigp2qKSe_K4VdgHsoL1q1_dSL0qnM&csuir=1
openpose,https://www.google.com/search?q=openpose+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwirrK20rKaTAxXHsVYBHR7kPGIQ2J8OegQIEBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfDo1Cfo2lJW24rrRlQ035hqCpZ8awrCoN-EYbK0Qi1J6cklc4HD1mLrgq3SL6u5ZVkjT7W-jP-8asntsQFZW565VuB8lP-FLj_SZC_smIC4EVNruFKt2Aogk9L0KR2SRAYnhFXZDFvIauRqkBcgLDFr9DTrBeXNF0s&csuir=1
insightface python,https://www.google.com/search?q=insgightface+python&oq=insgightface+python&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCTExODg2ajBqMagCALACAA&sourceid=chrome&ie=UTF-8&sei=STzTabnYCO3e1e8Pq6zd8A8
dlib python,https://www.google.com/search?q=dlib+python&sca_esv=f948a2fe408f20c5&ei=STzTacj9H56mvr0PiuOV4Q0&biw=1910&bih=993&ved=0ahUKEwiIxqOVt9iTAxUek68BHYpxJdwQ4dUDCBE&uact=5&oq=dlib+python&gs_lp=Egxnd3Mtd2l6LXNlcnAiC2RsaWIgcHl0aG9uMgUQABiABDIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjrElBaWLYRcAF4AZABAJgBaqABkwiqAQM5LjK4AQPIAQD4AQGYAgygAsEJqAIKwgIgEAAYgAQYtAIY1AMY5QIY5wYYtwMYigUY6gIYigPYAQHCAhAQLhgDGLQCGOoCGI8B2AEBwgIQEAAYAxi0AhjqAhiPAdgBAcICChAAGIAEGEMYigXCAgsQABiABBixAxiDAcICEBAAGIAEGLEDGEMYgwEYigXCAggQLhiABBixA8ICCxAAGIAEGLEDGIoFwgIIEAAYgAQYsQPCAgsQLhiABBjRAxjHAcICBxAAGIAEGAqYAxXiAwUSATEgQPEF5tLn1yC4m9a6BgQIARgHkgcEMi4xMKAH4zuyBwQxLjEwuAesCcIHBjItMi4xMMgHhgGACAA&sclient=gws-wiz-serp
PlantDoc,https://www.google.com/search?q=PlantDoc+dataset+l%C3%A0+g%C3%AC&sca_esv=c987a1eb095d5998&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-E7ZfnU1EPWQfg4shxgkAyJXXYoJ9wnBmdPTlea7BEM8XmRunjhQ8c4_WJcIQlBGTncgtAJQ5x8iBVXNByQTUTHFGB2AIc7vdEu4x5YK9tYkwarz8hgBhEgK0E583ssjP2Mbx2d_9f9moRy7sXqCCt-ilS7NdWCLvl20Ub2Su-f5pyVCkB&aep=1&ntc=1&sa=X&ved=2ahUKEwiIgvzvoNmTAxVTr1YBHdz1IvMQ2J8OegQIDxAE&biw=1910&bih=993&dpr=1&mstk=AUtExfBnQe_20lZMGD59gGDxtCB1Sg4WTdz3hDf4JtqUL58k9gKEumkcB3bh9l6cnCWg2PJaKho3068gqrEGf1FQwFW4OyxU81mjypIpqfvaLRoFTMFaAVCcbiewsS7unvS5X3l-2ZamXoaWmYPgF3zQA3A6oH6WNAeqH4g&csuir=1
FieldPlant,https://www.google.com/search?q=FieldPlant+dataset+l%C3%A0+g%C3%AC&sca_esv=c987a1eb095d5998&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNFBRJ_NjbOQ9ir9yRc5prwsw4J9-BX7v--JRIpkeAW3DhNifTo3gqxZA4PS_DZ0mVJJBZVEPnMyTEF6MBxc4GbgrqK-2SSdgYG_hN4szrTZ8fcp7gFvdKrOTBquXU8wzErvNppWhZq0WKMt03hXuvf933GbYxFkqrgpszT5mhF0ehpGn5&aep=1&ntc=1&sa=X&ved=2ahUKEwiPkoiKodmTAxU_3jQHHUkzJawQ2J8OegQICxAE&biw=1910&bih=993&dpr=1&mstk=AUtExfDp2AbnUS8l5E-2KrgczfA65Lr1W20F0Q60f8u88lwM0vra7GxiZ0RKU5Ld2S-8wIBOG1WP7HrJZTg9FVRyEt2wa-q1pYAtjIRCmcDc1KXtBpcToVOrK4E1JBjuURwkDHtbAWbcmaLScDO0jsLX_CgGaoAGQUrtbd4&csuir=1
Pl@ntNet vs plantix vs agrio,https://www.google.com/search?q=Pl%40ntNet+vs+plantix+vs+agrio+so+s%C3%A1nh+chi+ti%E1%BA%BFt&sca_esv=c987a1eb095d5998&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnb8obTC9Cf43rNKvT_8WoTHhsDKWUlVIzTXlsVKxLm56T0Ut-Sik5y2vU82rBwp3gqmkswVjCrvObkLNgIozz5_UzYuBQdlykjkxhKSNKCfrKHOrQGmC2dxNMmqhbWscDoakskarDlB0bQUIMLVx2YakOLO5zafCikXyCOG46FXO0H9Oz3hsmB2wZ5rwMqWDPeRX2QZ6fSLSTmtofUuWWznBU9i43i_7VuEvUE6xWkVBGlv5BT&aep=1&ntc=1&sa=X&ved=2ahUKEwjIp5q8odmTAxWyrlYBHVs6EMYQ2J8OegQIEhAE&biw=1910&bih=993&dpr=1&mstk=AUtExfAnWUUIPdV9bFSmDFlb1FC--t9aeaZRWSbD8VsHL3cEwdU765DExGYZtLjg7uPnqXVM04shCJKf5PF4wjsFmSn4nGkxSuslGdyQJCwGiIHwXUcQL-APnpKMjMzuzv-pqjRSh978myH0BqtYH-U4z4s_GUJCZaV7xWo&csuir=1
COCO(benchmark),https://cocodataset.org/#home
nerf-studio,https://www.google.com/search?q=nerf+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwj-6OXmrKaTAxXlsVYBHcjeCvMQ2J8OegQIExAE&biw=1910&bih=993&dpr=1&mstk=AUtExfBgXC5BhVjZi4byGclrw6doZan4uy9CV-T2mKw5R9_TQcTatDuzxOStK2A1OnBz_6BJNEYTR3Jjpf3xtvhLr7wCvzihlo0kKvtCZO8etUsmbx3-2wsXRqBJcvnxLdjhLaTovpV4XyKjsIOCkDZxJo_XcHZnv7lmS5I&csuir=1
aruco(square),https://www.google.com/search?q=aruco+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-Eorz1k5XaeqxAv60d0Vhfp_XZs2yGi0FUQnEsGAf7yptJSYL8OTJ4YIDFbT2qYHeA2HVY9ZlaCyzKvNGVkiSvI8tJ1aEDljGzq5g-6Yit93g6ICnsn3wQA6xXJLzLqL9Mbi5Erkn5XP3L_29MWHadvQYRlVXBs133lF8jL2QxzkaQYPp4&aep=1&ntc=1&sa=X&ved=2ahUKEwidivyrsaaTAxV5m68BHePTHygQ2J8OegQIFxAE&biw=1910&bih=993&dpr=1&mstk=AUtExfBvoAj-QXLc-_LVcTNkNtE4R3NuuoABAHqVFShzWT5a9lviQ8NtwDrn07iwq58KUMBEcwANU47Hl-0aU5amRDakK9xcXmdL5IiWwWRZQFLLw_oynq0YIn13joW7P5QqCruHJHF6cPQ40pVcFcbALjvuwzMHBIEosK0&csuir=1
dt-apriltag,https://www.google.com/search?q=dt-apriltag+l%C3%A0+g%C3%AC&sca_esv=ebb434db3e8c774e&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPw3YyFV9Z2961YYcQ6R3U-E7ZfnU1EPWQfg4shxgkAyJXXYoJ9wnBmdPTlea7BEM8UFRTlZY8Sbh2nRkXJFNL0LOGqVx22eqIAaxlhv2UC3-4spoW1YDgyaD0WjpPxTpfBC1OwZetj9R8bX9glmt5jlpSXZHd--ZDhu_ympJjXn2r8jzG7LkKjrhz4n2WfnJPzmxR9N&aep=1&ntc=1&sa=X&ved=2ahUKEwiOg6PQm9mTAxU53zQHHd2WOuMQ2J8OegQIEBAE&biw=1910&bih=993&mstk=AUtExfDh5awJTkheLVHEL-2GZVRMfD0mhcVg-Vpacr0egJDGkWYu95HEwWRCre1mGueJ_cc_CR8YD9EoEvq_vvaA5r57fN-fzI3iKgrnKfcdJwGvaP6g594lWNDTZQyqZcJSDa0hWtU7aumPLgdwbVA90HTejgZYBXhiELc&csuir=1
paddleocr,https://www.google.com/search?q=paddleocr+trong+computer+vision+l%C3%A0+g%C3%AC&sca_esv=39a7be94e852caff&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMETIrVQS-87x-tlG_vOQk0a2uyw_agGQo2X2hItPF9Yrn1rqvKF4a_4aLeysA-vFRxT0O80Jx-Q7kN1RsXRWY45gSWZvoZYTF83XQsv7wKq273O-gPZWrJNCsjCppLldexNuW_&aep=1&ntc=1&sa=X&ved=2ahUKEwjfvq2GsaaTAxVQc_UHHaVbL7QQ2J8OegQIDxAE&biw=1910&bih=993&dpr=1&mstk=AUtExfCTYXb1FHFr7QGa8CijXEIMUmcVB7D5HaIvmQDl7nksU1W_W9Vwt5PT2BLWUM1pSxLz_zMPuFdDjyLeJhNGHa692CqInpPU3mLGDBcGOdFFwH54PXuZ6qhWlf7Rqp1KpbNL_5S9xJbKeLjil4Ynsntc5-Hbc05B1-Y&csuir=1
